 array_element_name	array_element_type	organism	is_control	locus	description	chromosome
261157_at	oligonucleotide	Arabidopsis thaliana	no	AT1G34510	Peroxidase superfamily protein;(source:Araport11)	1
251443_at	oligonucleotide	Arabidopsis thaliana	no	AT3G59940	Encodes a member of a family of F-box proteins, called the KISS ME DEADLY (KMD) family, that targets type-B ARR proteins for degradation and is involved in the negative regulation of the cytokinin response. Also named as KFB50, a member of a group of Kelch repeat F-box proteins that negatively regulate phenylpropanoid biosynthesis by targeting the phenypropanoid biosynthesis enzyme phenylalanine ammonia-lyase. The mRNA is cell-to-cell mobile.	3
263274_at	oligonucleotide	Arabidopsis thaliana	no	AT2G11520	high overall homology to CRCK1	2
247840_at	oligonucleotide	Arabidopsis thaliana	no	AT5G58020	Encodes a replication termination factor 2 domain containing protein involved in the regulation of pre-mRNA splicing.	5
246471_s_at	oligonucleotide	Arabidopsis thaliana	no	AT5G17100	Cystatin/monellin superfamily protein;(source:Araport11)	5
258384_at	oligonucleotide	Arabidopsis thaliana	no	AT3G15490	Regulator of Vps4 activity in the MVB pathway protein;(source:Araport11)	3
257193_at	oligonucleotide	Arabidopsis thaliana	no	AT3G13160	Ribosomal pentatricopeptide repeat protein	3
261617_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G33100	MATE efflux family protein;(source:Araport11)	1
254932_at	oligonucleotide	Arabidopsis thaliana	no	AT4G11120	translation elongation factor Ts (EF-Ts);(source:Araport11)	4
252106_at	oligonucleotide	Arabidopsis thaliana	no	AT3G51480	member of Putative ligand-gated ion channel subunit family	3
264231_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67450	F-box and associated interaction domains-containing protein;(source:Araport11)	1
262469_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50220	B3 domain protein;(source:Araport11)	1
249907_at	oligonucleotide	Arabidopsis thaliana	no	AT5G22750	DNA repair gene. gamma-radiation hypersensitive (RAD5) involved in stable transformation and T-DNA transfer	5
251277_at	oligonucleotide	Arabidopsis thaliana	no	AT3G61760	DYNAMIN-like 1B;(source:Araport11)	3
254262_at	oligonucleotide	Arabidopsis thaliana	no	AT4G23470	PLAC8 family protein;(source:Araport11)	4
245953_at	oligonucleotide	Arabidopsis thaliana	no	AT5G28520	Mannose-binding lectin superfamily protein;(source:Araport11)	5
260015_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67980	Encodes S-adenosyl-L-methionine: transcaffeoyl Coenzyme A 3-O-methyltransferase. Methyltransferase in the lignin biosynthetic pathway.	1
265702_at	oligonucleotide	Arabidopsis thaliana	no	AT2G03450	purple acid phosphatase 9;(source:Araport11)	2
247523_at	oligonucleotide	Arabidopsis thaliana	no	AT5G61410	Arabidopsis thaliana ribulose-5-phosphate-3-epimerase mRNA	5
246452_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16840	Binds to ACD11 and fungal elicitor RxLR207. Regulates ROS mediated defense response.	5
252048_at	oligonucleotide	Arabidopsis thaliana	no	AT3G52500	Eukaryotic aspartyl protease family protein;(source:Araport11)	3
254221_at	oligonucleotide	Arabidopsis thaliana	no	AT4G23820	Pectin lyase-like superfamily protein;(source:Araport11)	4
261755_at	oligonucleotide	Arabidopsis thaliana	no	AT1G08170	Histone superfamily protein;(source:Araport11)	1
264169_at	oligonucleotide	Arabidopsis thaliana	no	AT1G02020	nitroreductase family protein;(source:Araport11)	1
266043_at	oligonucleotide	Arabidopsis thaliana	no	AT2G07724	hypothetical protein;(source:Araport11)	2
267489_s_at	oligonucleotide	Arabidopsis thaliana	no	AT4G30100	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)	4
260739_at	oligonucleotide	Arabidopsis thaliana	no	AT1G15000	serine carboxypeptidase-like 50;(source:Araport11)	1
261084_at	oligonucleotide	Arabidopsis thaliana	no	AT1G07440	NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11)	1
251417_at	oligonucleotide	Arabidopsis thaliana	no	AT3G60420	phosphoglycerate mutase family protein;(source:Araport11)	3
265678_at	oligonucleotide	Arabidopsis thaliana	no	AT2G31970	Encodes the Arabidopsis RAD50 homologue.  It is involved in double strand break repair. Component of the meiotic recombination complex that processes  meiotic double-strand-breaks to produce single-stranded DNA  ends, which act in the homology search and recombination.  Accumulates in the nucleus during meiotic prophase, a process regulated by PHS1.	2
260451_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72360	Encodes a member of the ERF (ethylene response factor) subfamily B-2 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 5 members in this subfamily including RAP2.2 AND RAP2.12.	1
254638_at	oligonucleotide	Arabidopsis thaliana	no	AT4G18740	Rho termination factor;(source:Araport11)	4
266963_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39450	Encodes a Golgi-localized manganese transporter that is involved in Mn tolerance. When expressed into yeast cells, this gene confer Mn<sup>2+</sup> and Cu<sup>2+</sup> tolerance.	2
250282_at	oligonucleotide	Arabidopsis thaliana	no	AT5G13260	myosin;(source:Araport11)	5
257526_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G09330	Transmembrane amino acid transporter family protein;(source:Araport11)	3
251912_at	oligonucleotide	Arabidopsis thaliana	no	AT3G53840	Protein kinase superfamily protein;(source:Araport11)	3
255408_at	oligonucleotide	Arabidopsis thaliana	no	AT4G03490	Ankyrin repeat family protein;(source:Araport11)	4
264635_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65500	Secreted peptide which functions in plant growth and pathogen defense.	1
263918_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36590	Encodes a proline transporter with affinity for gly betaine, proline, and GABA. Protein is expressed in leaves, flowers and siliques but to a much lesser extent in roots.	2
262449_at	oligonucleotide	Arabidopsis thaliana	no	AT1G11160	One of four katanin p80 subunits. Involved in targeting of katanin complex to crossover and branch points to properly sever microtubules.	1
262846_at	oligonucleotide	Arabidopsis thaliana	no	AT1G14670	Endomembrane protein 70 protein family;(source:Araport11)	1
248217_at	oligonucleotide	Arabidopsis thaliana	no	AT5G53560	Encodes a cytochrome b5 isoform that can be reduced by AtCBR, a cytochrome b5 reductase.	5
261932_at	oligonucleotide	Arabidopsis thaliana	no	AT1G22420	hydroxyproline-rich glycoprotein family protein;(source:Araport11)	1
254982_at	oligonucleotide	Arabidopsis thaliana	no	AT4G10470	hypothetical protein;(source:Araport11)	4
249763_at	oligonucleotide	Arabidopsis thaliana	no	AT5G24010	Protein kinase superfamily protein;(source:Araport11)	5
263926_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21800	Forms a complex with MUS81 that functions as endonuclease in DNA recombination and repair processes.	2
249853_at	oligonucleotide	Arabidopsis thaliana	no	AT5G23320	Encodes a prenylcysteine alpha-carboxyl methyltransferase involved in methylation of isoprenylated proteins. This protein appears to have lower catalytic activity and a lower transcript expression level than the other ICMT present in Arabidopsis (At5g08335). Analysis of ICMT RNAi lines suggests that this protein may be involved in flower and stem development.	5
253543_at	oligonucleotide	Arabidopsis thaliana	no	AT4G31270	Encodes IDAP2. Acts together with IDAP1 and IDM1 to regulate active DNA demethylation.	4
259094_at	oligonucleotide	Arabidopsis thaliana	no	AT3G04940	Encodes cysteine synthase CysD1.	3
264982_at	oligonucleotide	Arabidopsis thaliana	no	AT1G27220	paired amphipathic helix repeat-containing protein;(source:Araport11)	1
245584_at	oligonucleotide	Arabidopsis thaliana	no	AT4G14940	atao1 gene of Arabidopsis thaliana encodes an extracellular copper amine oxidase expressed during early stages of vascular tissue development.	4
252712_at	oligonucleotide	Arabidopsis thaliana	no	AT3G43800	Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002). The mRNA is cell-to-cell mobile.	3
265067_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03850	Encodes glutaredoxin ATGRXS13, required to facilitate Botrytis cinerea infection of Arabidopsis thaliana plants. Sylvain La Camera et al (2011, PMID:21756272) reported a third splice variant in addition to the two annotated in TAIR10. It is a member of the CC-type glutaredoxin (ROXY) family that has been shown to interact with the transcription factor TGA2 and suppress ORA59 promoter activity.	1
256994_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25830	Encodes the monoterpene 1,8-cineole synthase, atTPS-Cin. This polypeptide was also shown to synthesize other monoterpenes albeit in minor quantities. The same polypeptide is encoded at two different loci, the result of gene duplication: at3g25820 and at3g25830.	3
248633_at	oligonucleotide	Arabidopsis thaliana	no	AT5G49020	Encodes a type I protein arginine methyltransferase. PRMT4a can catalyze the asymmetric dimethylation of arginines 2,17, and 26 on histone 3 and can also methylate myelin basic protein in vitro. Double mutants lacking PRMT4a and 4b have reduced levels of histone 3 methylated at R17. These double mutants flower late due to defects in the autonomous pathway and they have elevated levels of FLC transcripts.	5
247586_at	oligonucleotide	Arabidopsis thaliana	no	AT5G60660	A member of the plasma membrane intrinsic protein subfamily PIP2.When expressed in yeast cells can conduct hydrogen peroxide into those cells. Mutants exhibit longer root hairs.	5
246488_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16010	3-oxo-5-alpha-steroid 4-dehydrogenase family protein;(source:Araport11)	5
254717_at	oligonucleotide	Arabidopsis thaliana	no	AT4G13570	Encodes HTA4, a histone H2A protein. The mRNA is cell-to-cell mobile.	4
249433_at	oligonucleotide	Arabidopsis thaliana	no	AT5G39940	FAD/NAD(P)-binding oxidoreductase family protein;(source:Araport11)	5
256848_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27960	Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11)	3
261968_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65850	Disease resistance protein (TIR-NBS-LRR class) family;(source:Araport11)	1
248381_at	oligonucleotide	Arabidopsis thaliana	no	AT5G51830	Encodes one of the several Arabidopsis fructokinases. Nomenclature according to Riggs 2017 has been adopted for the family by the community (personal communication, Boernke, Callis, Granot, Boernke, and Smeekens). Important for seed oil accumulation and vascular development.	5
251989_at	oligonucleotide	Arabidopsis thaliana	no	AT3G53110	Encodes a putative DEAD-Box RNA Helicase and has RNA-dependent ATPase activity. Mutant is Sensitive to chilling stress and heat stress. Germination of the mutant is inhibited by ABA. LOS4 may be involved in temperature sensing. Is enriched in the nuclear envelope and also located in the cytoplasm. LOS4 is involved in export of poly A RNA. The mRNA is cell-to-cell mobile.	3
252581_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45500	hypothetical protein;(source:Araport11)	3
250359_at	oligonucleotide	Arabidopsis thaliana	no	AT5G11350	Deadenylase.	5
250975_at	oligonucleotide	Arabidopsis thaliana	no	AT5G03050	knotted 1-binding protein;(source:Araport11)	5
251433_at	oligonucleotide	Arabidopsis thaliana	no	AT3G59830	Integrin-linked protein kinase family;(source:Araport11)	3
260277_at	oligonucleotide	Arabidopsis thaliana	no	AT1G80520	Sterile alpha motif (SAM) domain-containing protein;(source:Araport11)	1
247514_at	oligonucleotide	Arabidopsis thaliana	no	AT5G61640	ubiquitous enzyme that repairs oxidatively damaged proteins	5
251578_at	oligonucleotide	Arabidopsis thaliana	no	AT3G58180	ARM repeat superfamily protein;(source:Araport11)	3
265178_at	oligonucleotide	Arabidopsis thaliana	no	AT1G23540	Encodes a member of the PERK family of putative receptor kinases. Overexpression leads to morphological defects and reduced fertility and increased expression of MAX genes.	1
247899_at	oligonucleotide	Arabidopsis thaliana	no	AT5G57345	OXR is a single copy gene in Arabidopsis. It is localized to the ER. It is expressed throughout the plant and expression is induced in response to abiotic stress. While the function of OXR is unknown, overexpression results in increased abiotic stress tolerance and increased ascorbic acid content.	5
251349_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11030	Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).The chemical evidence for function comes from xylan NMR analysis. Secondary wall thickening phenotype can be  observed only in double or triple mutant combinations with esk1.	3
247873_at	oligonucleotide	Arabidopsis thaliana	no	AT5G57690	Involved in nitric oxide-dependent pollen tube guidance and fertilization.	5
267126_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23590	Encodes a protein shown to have carboxylesterase activity in vitro.  It has similarity to the SABP2 methyl salicylate esterase from tobacco. This protein does not act on methyl IAA, methyl JA, MeSA, MeGA4, or MEGA9 in vitro.	2
256426_at	oligonucleotide	Arabidopsis thaliana	no	AT1G33420	RING/FYVE/PHD zinc finger superfamily protein;(source:Araport11)	1
249186_at	oligonucleotide	Arabidopsis thaliana	no	AT5G43040	Cysteine/Histidine-rich C1 domain family protein;(source:Araport11)	5
251016_at	oligonucleotide	Arabidopsis thaliana	no	AT5G02730	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein;(source:Araport11)	5
255267_at	oligonucleotide	Arabidopsis thaliana	no	AT4G05210	Trimeric LpxA-like enzymes superfamily protein;(source:Araport11)	4
257224_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27870	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein;(source:Araport11)	3
264828_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03380	yeast autophagy 18 G-like protein;(source:Araport11)	1
265697_at	oligonucleotide	Arabidopsis thaliana	no	AT2G32170	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)	2
266370_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41350	Encodes AUG1, likely to be in an augmin-like complex with AUG3.	2
257385_at	oligonucleotide	Arabidopsis thaliana	no	AT2G01800	COP1-interacting protein-like protein;(source:Araport11)	2
252482_at	oligonucleotide	Arabidopsis thaliana	no	AT3G46670	UDP-glucosyl transferase 76E11;(source:Araport11)	3
264219_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60420	Reduce transmission through pollen. The mRNA is cell-to-cell mobile.	1
261144_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G19660	Wound-responsive family protein;(source:Araport11)	1
259469_at	oligonucleotide	Arabidopsis thaliana	no	AT1G19100	Encodes a member of the conserved Microrchidia (MORC) adenosine triphosphatase (ATPase) family, predicted to catalyze alterations in chromosome superstructure. Required for heterochromatin condensation and gene silencing.	1
